,-0.012276,-0.088668
,-0.007983,-0.089311
,-0.003496,-0.089624
,0.000935,-0.089555
,0.005285,-0.089146
,0.009713,-0.088359
,0.014091,-0.087222
,0.018266,-0.085776
,0.022344,-0.084000
,0.026337,-0.081882
,0.030185,-0.079442
,0.033740,-0.076785
,0.037206,-0.073760
,0.040413,-0.070487
,0.043309,-0.067045
,0.045999,-0.063318
,0.048364,-0.059459
,0.050435,-0.055399
,0.052172,-0.051222
,0.053584,-0.046965
,0.054653,-0.042607
,0.055395,-0.038049
,0.055760,-0.033685
,0.055757,-0.029146
,0.055406,-0.024670
,0.054689,-0.020329
,0.053660,-0.016137
,0.052249,-0.011929
,0.050469,-0.007808
,0.048455,-0.004036
,0.046068,-0.000322
,0.043309,0.003255
,0.040367,0.006471
,0.037208,0.009417
,0.033772,0.012121
,0.030069,0.014572
,0.026291,0.016658
,0.022256,0.018470
,0.018090,0.019937
,0.013955,0.021026
,0.009639,0.021807
,0.005175,0.022231
,0.000882,0.022293
,-0.003559,0.021995
,-0.007978,0.021334
,-0.012327,0.020313
,-0.016664,0.018908
,-0.020754,0.017223
,-0.024777,0.015173
,-0.028643,0.012804
,-0.032254,0.010179
,-0.035680,0.007279
,-0.038884,0.004100
,-0.041881,0.000659
,-0.044537,-0.002918
,-0.047115,-0.006987
,-0.049185,-0.010891
,-0.051013,-0.015070
,-0.052511,-0.019310
,-0.053687,-0.023743
,-0.054505,-0.028149
,-0.054974,-0.032576
,-0.055101,-0.037176
,-0.054883,-0.041444
,-0.054284,-0.045932
,-0.053377,-0.050164
,-0.052098,-0.054370
,-0.050475,-0.058501
,-0.048543,-0.062382
,-0.046272,-0.066161
,-0.043679,-0.069718
,-0.040979,-0.072880
,-0.037798,-0.075998
,-0.034504,-0.078753
,-0.030986,-0.081214
,-0.027217,-0.083422
,-0.023457,-0.085226
,-0.019292,-0.086832
,-0.015183,-0.088033
,-0.010863,-0.088924
,-0.006437,-0.089461
,-0.002064,-0.089632
,0.002541,-0.089444
,0.006837,-0.088906
,0.011252,-0.088009
,0.015593,-0.086744
,0.019829,-0.085140
,0.023919,-0.083217
,0.027890,-0.080945
,0.031604,-0.078430
,0.035132,-0.075622
,0.038494,-0.072502
,0.041519,-0.069243
,0.044459,-0.065533
,0.046973,-0.061815
,0.049198,-0.057895
,0.051143,-0.053819
,0.052748,-0.049618
,0.054070,-0.045179
,0.054999,-0.040762
,0.055574,-0.036422
,0.055803,-0.031924
,0.055671,-0.027417
,0.055191,-0.023061
,0.054339,-0.018701
,0.053163,-0.014511
,0.051637,-0.010395
,0.049816,-0.006498
,0.047671,-0.002741
,0.045206,0.000879
,0.042436,0.004270
,0.039436,0.007398
,0.036088,0.010342
,0.032589,0.012962
,0.028881,0.015276
,0.024922,0.017325
,0.020900,0.018985
,0.016705,0.020350
,0.012442,0.021345
,0.008066,0.022006
,0.003767,0.022289
,-0.000690,0.022234
,-0.005116,0.021801
,-0.009429,0.021039
,-0.013804,0.019878
,-0.017981,0.018412
,-0.022011,0.016620
,-0.025887,0.014537
,-0.029797,0.012009
,-0.033467,0.009208
,-0.036761,0.006255
,-0.039976,0.002909
,-0.042811,-0.000535
,-0.045416,-0.004210
,-0.047728,-0.008071
,-0.049751,-0.012086
,-0.051540,-0.016458
,-0.052929,-0.020734
,-0.053980,-0.025130
,-0.054695,-0.029564
,-0.055056,-0.033968
,-0.055072,-0.038493
,-0.054727,-0.042904
,-0.054042,-0.047268
,-0.053008,-0.051501
,-0.051658,-0.055614
,-0.049866,-0.059817
,-0.047863,-0.063614
,-0.045558,-0.067201
,-0.042858,-0.070751
,-0.040007,-0.073890
,-0.036737,-0.076946
,-0.033435,-0.079545
,-0.029802,-0.081962
,-0.025957,-0.084072
,-0.021884,-0.085880
,-0.017795,-0.087312
,-0.013680,-0.088390
,-0.009201,-0.089169
,-0.004954,-0.089556
,-0.000606,-0.089617
,0.003872,-0.089311
,0.008173,-0.088677
,0.012710,-0.087622
,0.016953,-0.086272
,0.021073,-0.084598
,0.025144,-0.082563
,0.028898,-0.080308
,0.032725,-0.077586
,0.036195,-0.074690
,0.039463,-0.071511
,0.042455,-0.068121
,0.045165,-0.064541
,0.047637,-0.060716
,0.049869,-0.056585
,0.051699,-0.052459
,0.053207,-0.048194
,0.054403,-0.043760
,0.055211,-0.039484
,0.055683,-0.034909
,0.055812,-0.030582
,0.055556,-0.026146
,0.054972,-0.021721
,0.054015,-0.017473
,0.052700,-0.013123
,0.051087,-0.009163
,0.049122,-0.005196
,0.046789,-0.001401
,0.044148,0.002239
,0.041370,0.005420
,0.038227,0.008520
,0.034791,0.011368
,0.031251,0.013845
,0.027451,0.016054
,0.023452,0.017972
,0.019269,0.019561
,0.015072,0.020776
,0.010767,0.021634
,0.006374,0.022153
,0.001929,0.022305
,-0.002364,0.022114
,-0.006761,0.021546
,-0.011090,0.020641
,-0.015355,0.019382
,-0.019550,0.017756
,-0.023557,0.015839
,-0.027527,0.013531
,-0.031132,0.011047
,-0.034637,0.008208
,-0.038054,0.004967
,-0.041013,0.001717
,-0.043795,-0.001855
,-0.046335,-0.005667
,-0.048553,-0.009629
,-0.050469,-0.013726
,-0.052052,-0.017908
,-0.053340,-0.022288
,-0.054278,-0.026712
