,-0.047396,0.004151
,-0.046981,-0.004222
,-0.045340,-0.012504
,-0.042512,-0.020527
,-0.038590,-0.028061
,-0.033628,-0.034996
,-0.027844,-0.041051
,-0.021272,-0.046143
,-0.014096,-0.050155
,-0.006421,-0.052960
,0.001587,-0.054501
,0.009688,-0.054731
,0.017782,-0.053683
,0.025717,-0.051366
,0.033095,-0.047967
,0.039981,-0.043440
,0.046135,-0.037951
,0.051341,-0.031627
,0.055509,-0.024612
,0.058536,-0.016979
,0.060337,-0.008840
,0.060826,-0.000622
,0.060058,0.007663
,0.058042,0.015869
,0.054821,0.023851
,0.050502,0.031327
,0.045203,0.038127
,0.039132,0.044013
,0.032192,0.049001
,0.024752,0.052795
,0.017002,0.055302
,0.008853,0.056539
,0.000736,0.056407
,-0.007257,0.054983
,-0.015025,0.052256
,-0.022204,0.048437
,-0.028843,0.043470
,-0.034618,0.037642
,-0.039437,0.030988
,-0.043228,0.023628
,-0.045794,0.015882
,-0.047187,0.007631
,-0.047310,-0.000691
,-0.046192,-0.009020
,-0.043861,-0.017153
,-0.040384,-0.024938
,-0.035866,-0.032136
,-0.030444,-0.038542
,-0.024193,-0.044079
,-0.017228,-0.048594
,-0.009710,-0.051927
,-0.001852,-0.054003
,0.006249,-0.054789
,0.014401,-0.054278
,0.022373,-0.052505
,0.030000,-0.049552
,0.037140,-0.045492
,0.043603,-0.040413
,0.049248,-0.034416
,0.053902,-0.027616
,0.057398,-0.020303
,0.059718,-0.012408
,0.060777,-0.004155
,0.060542,0.004086
,0.059056,0.012380
,0.056316,0.020540
,0.052453,0.028248
,0.047613,0.035272
,0.041797,0.041639
,0.035221,0.047027
,0.027999,0.051327
,0.020332,0.054403
,0.012321,0.056185
,0.004237,0.056635
,-0.003901,0.055741
,-0.011710,0.053593
,-0.019178,0.050216
,-0.026076,0.045740
,-0.032208,0.040282
,-0.037506,0.033916
,-0.041732,0.026867
,-0.044850,0.019221
,-0.046757,0.011163
,-0.047416,0.002854
,-0.046810,-0.005499
,-0.044981,-0.013800
,-0.041999,-0.021682
,-0.037948,-0.029087
,-0.032865,-0.035899
,-0.026925,-0.041862
,-0.020226,-0.046835
,-0.012996,-0.050659
,-0.005214,-0.053274
,0.002870,-0.054634
,0.010867,-0.054660
,0.018995,-0.053415
,0.026807,-0.050948
,0.034181,-0.047345
,0.040886,-0.042737
,0.046921,-0.037109
,0.052024,-0.030645
,0.056035,-0.023518
,0.058881,-0.015823
,0.060481,-0.007736
,0.060799,0.000524
,0.059829,0.008924
,0.057650,0.017049
,0.054244,0.024989
,0.049835,0.032305
,0.044406,0.038990
,0.038135,0.044842
,0.031193,0.049594
,0.023628,0.053258
,0.015776,0.055579
,0.007753,0.056605
,-0.000440,0.056281
,-0.008489,0.054635
,-0.016043,0.051803
,-0.023253,0.047748
,-0.029698,0.042718
,-0.035342,0.036749
,-0.040075,0.029929
,-0.043660,0.022552
,-0.046095,0.014612
,-0.047282,0.006461
,-0.047227,-0.001893
,-0.045907,-0.010281
,-0.043440,-0.018275
,-0.039793,-0.026009
,-0.035159,-0.033083
,-0.029616,-0.039381
