freq MHz,x_c,x_c_err,y_c,y_c_err,x_r,x_r_err,y_r,y_r_err,angle,angle_err,A_I,A_Q,alpha_1,alpha_2,gamma
3000,0.0071122706654308809,9.6692798290767788e-06,0.0015660719423728209,9.9892966536515867e-06,0.047842018653418715,1.1771980362611126e-05,0.054602205809316649,1.2390687392108811e-05,-0.55855698825187117,0.0014407146200604366,0.049833389475771046,0.052791030691142493,-0.61956119127362941,1.0698218584603412,-1.6893830497339706
3010,0.0069679001523647588,9.7755616676063257e-06,0.0011855699583776802,1.0006430773638437e-05,0.049386399581209793,1.1971940142989435e-05,0.052633383717908863,1.2184384418595652e-05,0.37223423911932718,0.0030577131990295612,0.049828041686141987,0.052215474783972315,0.39431290645382189,1.9219615481006997,-1.527648641646878
3020,0.0070703402886612143,8.5639396323100624e-06,0.0018880066963437303,8.7892211124460967e-06,0.04660193562530858,1.0375332250796279e-05,0.053987688506057417,1.0949113151955968e-05,-0.61635398490152626,0.0011632814532508307,0.049193458313548051,0.051637337009238768,-0.68723216988749369,1.0219607879548773,-1.709192957842371
3030,0.0067393599433653306,1.1392739566557924e-05,0.0012456555404579128,1.1730680846571388e-05,0.048831640484201723,1.4004964387957404e-05,0.051806920730458318,1.4271357855480509e-05,0.065181431679275592,0.0038932992353531391,0.048844646246428092,0.051794658807753705,0.069140610716863088,1.6322440792096167,-1.5631034684927536
3040,0.0069939360748483281,8.5510014426677202e-06,0.0022860464489951882,8.6850591402740097e-06,0.049862919062625979,1.0503925706927799e-05,0.051503175872434602,1.0630420872979696e-05,-0.15064121821370891,0.0052434470364582202,0.049900453808123427,0.05146681000544194,-0.15551832953230585,1.4248837873201956,-1.5804021168525015
3050,0.0068123155491128795,1.127170992729371e-05,0.0018564128105556521,1.1670281693169989e-05,0.048321709594274544,1.3788856704295323e-05,0.053201853380430077,1.4412828816967679e-05,-0.43761498673215593,0.0023323875183540056,0.049233782387527562,0.052358948547920295,-0.47567164470715795,1.1689654966132959,-1.6446371413204539
3060,0.0071241666207453869,8.8944773414302783e-06,0.0021008968781071613,9.0216135279943868e-06,0.050004029472840349,1.0823053943527425e-05,0.053389723833314626,1.1070567903887618e-05,0.54747649196905956,0.0026523315317143708,0.050943632372543173,0.052493922459742534,0.57701898941545171,2.0896030353858643,-1.5125840459704127
3070,0.0069454074544700872,1.0960069797729479e-05,0.0022201115287182882,1.1313533660500076e-05,0.049225100604921877,1.3402476810695075e-05,0.054188415910351138,1.3986705671712919e-05,-0.50071269859981316,0.0022255006381975014,0.050412239586827758,0.053085789513561465,-0.54218578815966978,1.1094669068511274,-1.6516526950107973
3080,0.0068444543668106927,1.0509141385107886e-05,0.0018418108429742452,1.0636655576130826e-05,0.049585022739954979,1.2781401733195743e-05,0.054724115850736131,1.3096924423292866e-05,0.59791705089706992,0.0020566557873338597,0.051269289961570742,0.053149442542730616,0.64457043314919615,2.1237114864619997,-1.4791410533128035
3090,0.0070683607780869517,1.0261008819301792e-05,0.0024694192025261352,1.0444971645344251e-05,0.04988532368238438,1.2553448509375071e-05,0.053921820803040782,1.2874724796787184e-05,-0.57302862314017855,0.0025514676764671158,0.051104982003977006,0.052767310827677091,-0.60901957102192561,1.0326243616489501,-1.6416439326708758
3100,0.0068227680817155856,1.1832623826347488e-05,0.0017528718293307877,1.2016866368803636e-05,0.049808626431973604,1.4477345930412068e-05,0.0531594692852509,1.4663329043142363e-05,0.42426817219648116,0.0035695138530199445,0.050392139077310841,0.052606660803955194,0.44921694291474717,1.9711661721888991,-1.5219492292741519
3110,0.0069343960067565491,8.5379090008337935e-06,0.0024059057625561153,8.6616078040198766e-06,0.04994802419873879,1.0450113014661011e-05,0.052368877321738255,1.0608763815988754e-05,0.56814586593332717,0.0035521643666371278,0.050660807429957426,0.051679657737274509,0.58982017744381066,2.1176952492949628,-1.527875071851152
3120,0.0066856007303431331,1.1752125571027975e-05,0.0019599627151831722,1.1999124320582569e-05,0.049660479236731704,1.4439086462860106e-05,0.051670755756334986,1.4651928638696074e-05,-0.02051816457112221,0.0059052054648448017,0.049661342554203909,0.05166992601278525,-0.021348500834309933,1.551076220522327,-1.5724247213566369
3130,0.0069184380635050058,8.0053566610088954e-06,0.0023405846344747849,8.0460551011974735e-06,0.048589007762646914,9.66250828012635e-06,0.052646978147296533,9.9810540439681073e-06,0.70225910371232736,0.0019766420447176595,0.050321969207472728,0.050993091674094902,0.7420335476950205,2.2338047306304016,-1.491771182935381
3140,0.0069230823017269183,1.0498235941007924e-05,0.0024338493158146124,1.0654614697059318e-05,0.049335351831179534,1.289918331087086e-05,0.051687239851843932,1.3071088604032208e-05,-0.37192554364262886,0.0044781130337147017,0.049652343373441162,0.05138280355658114,-0.38796300125515143,1.2143680903530876,-1.6023310916082389
3150,0.00673364629538592,8.5043152222073456e-06,0.0024485654120400824,8.5847299847069672e-06,0.047722453269732838,1.0290539982389843e-05,0.053792809137241611,1.0673615643014001e-05,0.72550045929064244,0.0014000874375034273,0.050484915210084504,0.051209102678997587,0.78522557516689018,2.2374172736320492,-1.4521916984651591
3160,0.0070031848292660681,9.9660870989024947e-06,0.0029961832054372084,1.0123821059245996e-05,0.050071209969042012,1.2268676850531208e-05,0.051983547835942348,1.2445897980992449e-05,-0.52795672084739065,0.0052165698382911135,0.050563378741712135,0.05150495164154386,-0.54441605585194663,1.0589980179381842,-1.6034140737901308
3170,0.0067490072515416222,9.734815968046574e-06,0.0025485354114425651,9.7374884789308294e-06,0.048414927460735682,1.1768403223766352e-05,0.053843510105307718,1.2091331726981105e-05,0.72136326574499998,0.001788810971987288,0.050853854674210663,0.051546234064797934,0.77432524780411771,2.2399096590004164,-1.4655844111962986
3180,0.006905211882668183,8.7654746138838792e-06,0.0030804945707359477,8.7597275196455083e-06,0.049928170550141926,1.0603220031290373e-05,0.05256664582914819,1.0863748379827814e-05,0.70948208140941382,0.0033178629940257016,0.051064528137090594,0.051463466987246839,0.7350223628065965,2.2549361546783135,-1.5199137918717169
3190,0.0066855384465406564,1.1790580567407016e-05,0.002616325978496592,1.1938911995926467e-05,0.049725096025511874,1.4365313919979933e-05,0.05233225418094168,1.4645984963729598e-05,0.59773309368152816,0.0045608243168136749,0.050565356724576717,0.05152081813909179,0.62172083886555907,2.1449866146627241,-1.523265775797165
3200,0.006860833013017098,8.4932569636176576e-06,0.0029193039018216016,8.5262317843577519e-06,0.053187089929613247,1.0564847444407091e-05,0.048694579757322901,1.0305301317878836e-05,-0.78296015380773398,0.0018879808941214141,0.051001276453118791,0.050979392239174443,-0.73890331129414311,0.74376040568811419,-1.4826637169822572
3210,0.0067568565609654185,1.0038340647437114e-05,0.0027414015181062568,1.0105074683093588e-05,0.04877636962488547,1.21618428156663e-05,0.052915104940562882,1.253232730311842e-05,0.75775636488251896,0.0024263341445951428,0.050773452614579703,0.051001951670982759,0.79846222184975368,2.288029305297429,-1.4895670834476753
3220,0.0069456323480131255,8.517940062306454e-06,0.0030681670650807846,8.5857903006597972e-06,0.05243596205675357,1.0607598811192071e-05,0.049094824413669302,1.0360098290039572e-05,-0.80509611098135836,0.0025533824473848148,0.050727069469289052,0.050858591448095,-0.77218322978723763,0.73287247903277075,-1.5050557088200085
