,-0.000675,0.053570
,-0.007802,0.052714
,-0.014639,0.050739
,-0.021065,0.047696
,-0.026795,0.043729
,-0.031790,0.038864
,-0.035922,0.033200
,-0.039016,0.026936
,-0.041090,0.020120
,-0.042068,0.012877
,-0.041981,0.005398
,-0.040819,-0.002180
,-0.038679,-0.009669
,-0.035595,-0.016930
,-0.031593,-0.023880
,-0.026846,-0.030204
,-0.021394,-0.035849
,-0.015302,-0.040688
,-0.008750,-0.044566
,-0.001783,-0.047408
,0.005379,-0.049119
,0.012619,-0.049712
,0.019861,-0.049139
,0.026829,-0.047473
,0.033386,-0.044742
,0.039390,-0.041057
,0.044698,-0.036433
,0.049135,-0.031017
,0.052555,-0.024946
,0.054967,-0.018183
,0.056216,-0.011088
,0.056371,-0.003631
,0.055439,0.003935
,0.053464,0.011509
,0.050523,0.018901
,0.046687,0.025923
,0.042012,0.032491
,0.036606,0.038393
,0.030541,0.043506
,0.024039,0.047641
,0.017168,0.050728
,0.010024,0.052730
,0.002757,0.053573
,-0.004475,0.053263
,-0.011451,0.051813
,-0.018062,0.049283
,-0.024107,0.045762
,-0.029490,0.041308
,-0.034066,0.035994
,-0.037656,0.030024
,-0.040230,0.023421
,-0.041733,0.016408
,-0.042147,0.009015
,-0.041507,0.001467
,-0.039830,-0.006081
,-0.037178,-0.013516
,-0.033627,-0.020588
,-0.029205,-0.027254
,-0.024061,-0.033270
,-0.018278,-0.038494
,-0.011892,-0.042863
,-0.005200,-0.046171
,0.001911,-0.048430
,0.009163,-0.049570
,0.016426,-0.049549
,0.023561,-0.048389
,0.030297,-0.046179
,0.036628,-0.042916
,0.042307,-0.038707
,0.047148,-0.033682
,0.051074,-0.027890
,0.053955,-0.021475
,0.055756,-0.014501
,0.056444,-0.007209
,0.056016,0.000326
,0.054534,0.007968
,0.052076,0.015374
,0.048631,0.022625
,0.044318,0.029481
,0.039229,0.035715
,0.033505,0.041184
,0.027217,0.045778
,0.020481,0.049398
,0.013419,0.051923
,0.006188,0.053323
,-0.001042,0.053556
,-0.008174,0.052637
,-0.014960,0.050624
,-0.021321,0.047541
,-0.027057,0.043512
,-0.032015,0.038602
,-0.036090,0.032928
,-0.039154,0.026579
,-0.041159,0.019785
,-0.042086,0.012548
,-0.041947,0.005040
,-0.040747,-0.002512
,-0.038558,-0.010001
,-0.035407,-0.017294
,-0.031401,-0.024165
,-0.026601,-0.030488
,-0.021108,-0.036108
,-0.015019,-0.040883
,-0.008443,-0.044719
,-0.001486,-0.047499
,0.005714,-0.049173
,0.012986,-0.049708
,0.020186,-0.049087
,0.027144,-0.047364
,0.033706,-0.044585
,0.039710,-0.040815
,0.044934,-0.036191
,0.049320,-0.030743
,0.052705,-0.024627
,0.055029,-0.017892
,0.056255,-0.010731
,0.056352,-0.003297
,0.055369,0.004296
,0.053346,0.011889
,0.050359,0.019258
,0.046470,0.026266
,0.041763,0.032800
,0.036348,0.038636
,0.030275,0.043702
,0.023747,0.047799
,0.016868,0.050840
,0.009650,0.052801
,0.002443,0.053586
,-0.004751,0.053220
,-0.011789,0.051721
,-0.018363,0.049134
,-0.024383,0.045573
,-0.029752,0.041053
,-0.034243,0.035751
,-0.037790,0.029738
,-0.040338,0.023066
,-0.041778,0.016028
,-0.042137,0.008618
,-0.041437,0.001033
,-0.039721,-0.006457
,-0.037007,-0.013874
,-0.033414,-0.020951
,-0.028968,-0.027566
,-0.023767,-0.033563
,-0.017990,-0.038721
,-0.011598,-0.043021
,-0.004781,-0.046332
,0.002302,-0.048524
,0.009521,-0.049593
,0.016798,-0.049514
,0.023907,-0.048304
,0.030633,-0.046038
,0.036979,-0.042689
,0.042575,-0.038473
,0.047366,-0.033410
,0.051245,-0.027566
,0.054075,-0.021122
,0.055822,-0.014146
,0.056439,-0.006855
,0.055963,0.000719
,0.054422,0.008334
,0.051889,0.015805
,0.048407,0.023021
,0.044079,0.029805
,0.038938,0.036035
,0.033197,0.041432
,0.026880,0.045993
,0.020145,0.049542
,0.013046,0.052024
,0.005821,0.053367
,-0.001416,0.053529
,-0.008514,0.052570
,-0.015327,0.050474
,-0.021609,0.047383
,-0.027318,0.043285
,-0.032269,0.038305
,-0.036272,0.032602
,-0.039274,0.026279
,-0.041237,0.019362
,-0.042114,0.012129
,-0.041899,0.004635
,-0.040653,-0.002949
,-0.038407,-0.010407
,-0.035213,-0.017679
,-0.031141,-0.024559
,-0.026310,-0.030825
,-0.020748,-0.036425
,-0.014647,-0.041144
,-0.008015,-0.044919
,-0.001072,-0.047634
,0.006071,-0.049228
,0.013365,-0.049700
,0.020549,-0.049027
,0.027488,-0.047248
,0.034027,-0.044416
,0.039962,-0.040620
,0.045212,-0.035899
,0.049567,-0.030371
,0.052901,-0.024175
,0.055152,-0.017441
,0.056290,-0.010318
,0.056324,-0.002849
,0.055276,0.004765
,0.053184,0.012346
,0.050161,0.019665
,0.046216,0.026664
,0.041432,0.033197
,0.035984,0.038984
,0.029889,0.043969
,0.023347,0.048005
,0.016376,0.051005
,0.009205,0.052882
,0.001940,0.053597
,-0.005197,0.053165
,-0.012151,0.051600
,-0.018746,0.048949
,-0.024739,0.045308
,-0.030029,0.040772
,-0.034499,0.035392
,-0.037980,0.029348
,-0.040446,0.022682
,-0.041837,0.015582
,-0.042132,0.008169
,-0.041382,0.000655
,-0.039580,-0.006927
,-0.036826,-0.014303
,-0.033167,-0.021373
,-0.028694,-0.027929
,-0.023464,-0.033858
,-0.017599,-0.039030
,-0.011208,-0.043247
,-0.004382,-0.046476
,0.002705,-0.048621
,0.009985,-0.049621
,0.017213,-0.049469
,0.024276,-0.048216
,0.031040,-0.045856
,0.037257,-0.042518
,0.042891,-0.038176
,0.047651,-0.033054
,0.051457,-0.027175
,0.054235,-0.020656
,0.055889,-0.013689
,0.056445,-0.006332
,0.055909,0.001157
,0.054305,0.008773
,0.051705,0.016252
,0.048182,0.023427
,0.043792,0.030188
,0.038643,0.036338
,0.032823,0.041742
,0.026466,0.046240
,0.019631,0.049749
,0.012585,0.052146
,0.005390,0.053396
,-0.001880,0.053510
,-0.008945,0.052464
,-0.015702,0.050330
,-0.022027,0.047126
,-0.027675,0.042990
,-0.032507,0.038009
,-0.036475,0.032251
,-0.039428,0.025856
,-0.041321,0.018928
,-0.042127,0.011647
,-0.041861,0.004233
,-0.040555,-0.003357
,-0.038242,-0.010866
,-0.034984,-0.018094
,-0.030899,-0.024913
,-0.026021,-0.031140
,-0.020432,-0.036705
,-0.014323,-0.041359
,-0.007688,-0.045069
,-0.000686,-0.047739
,0.006533,-0.049295
,0.013820,-0.049687
,0.021005,-0.048950
,0.027923,-0.047095
,0.034413,-0.044211
,0.040345,-0.040322
,0.045516,-0.035581
,0.049766,-0.030052
,0.053053,-0.023822
,0.055237,-0.017057
,0.056319,-0.009863
,0.056292,-0.002406
,0.055184,0.005220
,0.053045,0.012745
,0.049948,0.020103
,0.045949,0.027088
,0.041153,0.033530
,0.035655,0.039293
,0.029543,0.044228
,0.022925,0.048218
,0.015983,0.051153
,0.008829,0.052948
